date,store_id,city,sku_id,product_name,actual_demand,predicted_demand,received_qty,opening_inventory,units_sold,lost_sales,ending_inventory,safety_stock,reorder_point,inventory_position,order_qty,optimized_revenue,stockout_flag
2026-06-16,ST005,Hyderabad,SKU005,Instant Coffee 100g,24,19.09,0,94,24,0,70,14.22,71.48,70,136,4440.0,False
2026-06-17,ST001,Chennai,SKU001,Shampoo 340ml,24,23.42,0,147,24,0,123,17.14,87.4,123,0,7896.0,False
2026-06-17,ST001,Chennai,SKU002,Bath Soap 100g,31,41.79,0,143,31,0,112,25.13,150.5,392,0,1705.0,False
2026-06-17,ST001,Chennai,SKU003,Laundry Detergent 1kg,46,34.67,0,169,46,0,123,16.14,120.14,123,0,10120.0,False
2026-06-17,ST001,Chennai,SKU004,Dishwash Liquid 500ml,40,28.23,0,129,40,0,89,18.41,103.1,89,212,5000.0,False
2026-06-17,ST001,Chennai,SKU005,Instant Coffee 100g,20,20.48,173,217,20,0,197,15.96,77.39,197,0,3700.0,False
2026-06-17,ST002,Bengaluru,SKU001,Shampoo 340ml,14,25.73,0,154,14,0,140,13.48,90.68,140,0,4606.0,False
2026-06-17,ST002,Bengaluru,SKU002,Bath Soap 100g,40,43.69,0,211,40,0,171,23.97,155.05,171,0,2200.0,False
2026-06-17,ST002,Bengaluru,SKU003,Laundry Detergent 1kg,35,33.54,0,136,35,0,101,20.1,120.71,101,255,7700.0,False
2026-06-17,ST002,Bengaluru,SKU004,Dishwash Liquid 500ml,32,28.55,0,150,32,0,118,16.68,102.33,118,0,4000.0,False
2026-06-17,ST002,Bengaluru,SKU005,Instant Coffee 100g,23,21.03,0,128,23,0,105,11.8,74.89,105,0,4255.0,False
2026-06-17,ST003,Mumbai,SKU001,Shampoo 340ml,25,26.55,0,76,25,0,51,20.36,100.0,269,0,8225.0,False
2026-06-17,ST003,Mumbai,SKU002,Bath Soap 100g,52,50.99,0,164,52,0,112,21.76,174.73,112,420,2860.0,False
2026-06-17,ST003,Mumbai,SKU003,Laundry Detergent 1kg,24,38.71,0,223,24,0,199,20.6,136.73,199,0,5280.0,False
2026-06-17,ST003,Mumbai,SKU004,Dishwash Liquid 500ml,21,30.82,0,173,21,0,152,21.1,113.55,152,0,2625.0,False
2026-06-17,ST003,Mumbai,SKU005,Instant Coffee 100g,39,26.56,0,109,39,0,70,20.93,100.59,70,217,6493.5,False
2026-06-17,ST004,Delhi,SKU001,Shampoo 340ml,14,21.22,0,51,14,0,37,13.05,76.71,219,0,4606.0,False
2026-06-17,ST004,Delhi,SKU002,Bath Soap 100g,37,38.08,0,190,37,0,153,20.98,135.24,153,0,2035.0,False
2026-06-17,ST004,Delhi,SKU003,Laundry Detergent 1kg,33,30.3,0,157,33,0,124,13.52,104.42,124,0,7260.0,False
2026-06-17,ST004,Delhi,SKU004,Dishwash Liquid 500ml,22,27.68,0,133,22,0,111,16.87,99.93,111,0,2750.0,False
2026-06-17,ST004,Delhi,SKU005,Instant Coffee 100g,22,20.39,0,91,22,0,69,13.26,74.42,69,149,4070.0,False
2026-06-17,ST005,Hyderabad,SKU001,Shampoo 340ml,18,20.2,0,197,18,0,179,13.82,74.41,179,0,5922.0,False
2026-06-17,ST005,Hyderabad,SKU002,Bath Soap 100g,30,33.34,0,194,30,0,164,20.09,120.12,164,0,1650.0,False
2026-06-17,ST005,Hyderabad,SKU003,Laundry Detergent 1kg,24,30.39,0,174,24,0,150,21.69,112.88,150,0,5280.0,False
2026-06-17,ST005,Hyderabad,SKU004,Dishwash Liquid 500ml,28,27.85,0,67,28,0,39,14.45,98.0,279,0,3500.0,False
2026-06-17,ST005,Hyderabad,SKU005,Instant Coffee 100g,17,17.98,0,70,17,0,53,14.14,68.06,189,0,3145.0,False
2026-06-18,ST001,Chennai,SKU001,Shampoo 340ml,29,24.14,0,123,29,0,94,16.97,89.4,94,0,9541.0,False
2026-06-18,ST001,Chennai,SKU002,Bath Soap 100g,48,43.66,0,112,48,0,64,25.9,156.87,344,0,2640.0,False
2026-06-18,ST001,Chennai,SKU003,Laundry Detergent 1kg,45,34.27,0,123,45,0,78,16.79,119.59,78,282,9900.0,False
2026-06-18,ST001,Chennai,SKU004,Dishwash Liquid 500ml,34,27.43,0,89,34,0,55,19.31,101.62,267,0,4250.0,False
2026-06-18,ST001,Chennai,SKU005,Instant Coffee 100g,21,20.71,0,197,21,0,176,15.83,77.97,176,0,3885.0,False
2026-06-18,ST002,Bengaluru,SKU001,Shampoo 340ml,22,25.23,0,140,22,0,118,14.42,90.1,118,0,7238.0,False
2026-06-18,ST002,Bengaluru,SKU002,Bath Soap 100g,50,44.05,0,171,50,0,121,24.19,156.34,121,344,2750.0,False
2026-06-18,ST002,Bengaluru,SKU003,Laundry Detergent 1kg,43,34.54,0,101,43,0,58,19.75,123.36,313,0,9460.0,False
2026-06-18,ST002,Bengaluru,SKU004,Dishwash Liquid 500ml,25,29.54,0,118,25,0,93,16.45,105.07,93,219,3125.0,False
2026-06-18,ST002,Bengaluru,SKU005,Instant Coffee 100g,24,22.08,0,105,24,0,81,11.7,77.93,81,0,4440.0,False
2026-06-18,ST003,Mumbai,SKU001,Shampoo 340ml,28,25.64,0,51,28,0,23,20.09,97.02,241,0,9212.0,False
2026-06-18,ST003,Mumbai,SKU002,Bath Soap 100g,60,60.81,0,112,60,0,52,21.71,204.13,472,0,2640.0,False
2026-06-18,ST003,Mumbai,SKU003,Laundry Detergent 1kg,40,35.28,0,199,40,0,159,22.24,128.08,159,0,8800.0,False
2026-06-18,ST003,Mumbai,SKU004,Dishwash Liquid 500ml,32,30.25,0,152,32,0,120,21.5,112.24,120,0,4000.0,False
2026-06-18,ST003,Mumbai,SKU005,Instant Coffee 100g,23,26.11,0,70,23,0,47,21.72,100.04,264,0,4255.0,False
2026-06-18,ST004,Delhi,SKU001,Shampoo 340ml,23,26.45,0,37,23,0,14,14.07,93.41,196,0,6431.95,False
2026-06-18,ST004,Delhi,SKU002,Bath Soap 100g,35,38.43,0,153,35,0,118,21.01,136.3,118,288,1925.0,False
2026-06-18,ST004,Delhi,SKU003,Laundry Detergent 1kg,53,30.6,0,124,53,0,71,13.4,105.2,71,249,11660.0,False
2026-06-18,ST004,Delhi,SKU004,Dishwash Liquid 500ml,31,26.98,0,111,31,0,80,16.92,97.88,80,207,3875.0,False
2026-06-18,ST004,Delhi,SKU005,Instant Coffee 100g,17,19.74,0,69,17,0,52,13.04,72.25,201,0,3145.0,False
2026-06-18,ST005,Hyderabad,SKU001,Shampoo 340ml,23,19.88,0,179,23,0,156,13.95,73.58,156,0,7567.0,False
2026-06-18,ST005,Hyderabad,SKU002,Bath Soap 100g,43,37.34,0,164,43,0,121,20.92,132.93,121,274,2365.0,False
2026-06-18,ST005,Hyderabad,SKU003,Laundry Detergent 1kg,32,28.91,0,150,32,0,118,22.07,108.79,118,0,7040.0,False
2026-06-18,ST005,Hyderabad,SKU004,Dishwash Liquid 500ml,20,26.96,240,279,20,0,259,14.2,95.09,259,0,2500.0,False
2026-06-18,ST005,Hyderabad,SKU005,Instant Coffee 100g,22,16.86,0,53,22,0,31,13.97,64.55,167,0,4070.0,False
2026-06-19,ST001,Chennai,SKU001,Shampoo 340ml,39,31.97,0,94,39,0,55,17.02,112.93,55,282,10264.8,False
2026-06-19,ST001,Chennai,SKU002,Bath Soap 100g,36,41.45,280,344,36,0,308,25.9,150.24,308,0,1980.0,False
2026-06-19,ST001,Chennai,SKU003,Laundry Detergent 1kg,40,34.15,0,78,40,0,38,16.98,119.43,320,0,8800.0,False
2026-06-19,ST001,Chennai,SKU004,Dishwash Liquid 500ml,24,27.53,0,55,24,0,31,19.37,101.96,243,0,3000.0,False
2026-06-19,ST001,Chennai,SKU005,Instant Coffee 100g,24,21.13,0,176,24,0,152,15.31,78.7,152,0,4440.0,False
2026-06-19,ST002,Bengaluru,SKU001,Shampoo 340ml,28,26.46,0,118,28,0,90,14.05,93.41,90,189,8751.4,False
2026-06-19,ST002,Bengaluru,SKU002,Bath Soap 100g,51,44.48,0,121,51,0,70,24.29,157.71,414,0,2805.0,False
2026-06-19,ST002,Bengaluru,SKU003,Laundry Detergent 1kg,37,34.95,0,58,37,0,21,18.74,123.6,276,0,8140.0,False
2026-06-19,ST002,Bengaluru,SKU004,Dishwash Liquid 500ml,34,30.36,0,93,34,0,59,16.88,107.95,278,0,4250.0,False
2026-06-19,ST002,Bengaluru,SKU005,Instant Coffee 100g,12,22.52,0,81,12,0,69,11.71,79.27,69,168,2220.0,False
2026-06-19,ST003,Mumbai,SKU001,Shampoo 340ml,33,26.55,218,241,33,0,208,20.08,99.72,208,0,10857.0,False
2026-06-19,ST003,Mumbai,SKU002,Bath Soap 100g,43,43.4,0,52,43,0,9,21.02,151.23,429,0,2365.0,False
2026-06-19,ST003,Mumbai,SKU003,Laundry Detergent 1kg,38,37.31,0,159,38,0,121,21.88,133.81,121,274,8360.0,False
2026-06-19,ST003,Mumbai,SKU004,Dishwash Liquid 500ml,26,31.07,0,120,26,0,94,21.06,114.26,94,238,3250.0,False
2026-06-19,ST003,Mumbai,SKU005,Instant Coffee 100g,31,24.16,0,47,31,0,16,21.15,93.63,233,0,5735.0,False
2026-06-19,ST004,Delhi,SKU001,Shampoo 340ml,15,22.98,182,196,15,0,181,14.07,83.01,181,0,4935.0,False
2026-06-19,ST004,Delhi,SKU002,Bath Soap 100g,40,37.14,0,118,40,0,78,20.65,132.07,366,0,2200.0,False
2026-06-19,ST004,Delhi,SKU003,Laundry Detergent 1kg,40,31.48,0,71,40,0,31,17.81,112.24,280,0,8800.0,False
2026-06-19,ST004,Delhi,SKU004,Dishwash Liquid 500ml,20,27.39,0,80,20,0,60,16.89,99.05,267,0,2500.0,False
2026-06-19,ST004,Delhi,SKU005,Instant Coffee 100g,21,19.27,0,52,21,0,31,12.68,70.5,180,0,3885.0,False
2026-06-19,ST005,Hyderabad,SKU001,Shampoo 340ml,15,21.31,0,156,15,0,141,13.94,77.86,141,0,4935.0,False
2026-06-19,ST005,Hyderabad,SKU002,Bath Soap 100g,35,36.04,0,121,35,0,86,20.76,128.87,360,0,1925.0,False
2026-06-19,ST005,Hyderabad,SKU003,Laundry Detergent 1kg,22,29.92,0,118,22,0,96,21.87,111.63,96,226,4840.0,False
2026-06-19,ST005,Hyderabad,SKU004,Dishwash Liquid 500ml,20,25.67,0,259,20,0,239,14.46,91.46,239,0,2500.0,False
2026-06-19,ST005,Hyderabad,SKU005,Instant Coffee 100g,20,18.8,136,167,20,0,147,13.97,70.36,147,0,3700.0,False
2026-06-20,ST001,Chennai,SKU001,Shampoo 340ml,32,28.22,0,55,32,0,23,18.47,103.13,305,0,10528.0,False
2026-06-20,ST001,Chennai,SKU002,Bath Soap 100g,47,47.73,0,308,47,0,261,26.25,169.45,261,0,2585.0,False
2026-06-20,ST001,Chennai,SKU003,Laundry Detergent 1kg,36,39.11,0,38,36,0,2,16.74,134.06,284,0,7920.0,False
2026-06-20,ST001,Chennai,SKU004,Dishwash Liquid 500ml,41,33.65,212,243,41,0,202,19.27,120.22,202,0,5125.0,False
2026-06-20,ST001,Chennai,SKU005,Instant Coffee 100g,24,23.86,0,152,24,0,128,14.72,86.31,128,0,4440.0,False
2026-06-20,ST002,Bengaluru,SKU001,Shampoo 340ml,35,29.6,0,90,35,0,55,14.07,102.88,244,0,11515.0,False
2026-06-20,ST002,Bengaluru,SKU002,Bath Soap 100g,37,49.31,0,70,37,0,33,24.39,172.33,377,0,2035.0,False
2026-06-20,ST002,Bengaluru,SKU003,Laundry Detergent 1kg,40,43.15,255,276,40,0,236,18.74,148.2,236,0,8800.0,False
2026-06-20,ST002,Bengaluru,SKU004,Dishwash Liquid 500ml,45,34.28,0,59,45,0,14,16.92,119.77,233,0,5625.0,False
2026-06-20,ST002,Bengaluru,SKU005,Instant Coffee 100g,29,25.39,0,69,29,0,40,12.86,89.04,208,0,5365.0,False
2026-06-20,ST003,Mumbai,SKU001,Shampoo 340ml,37,29.77,0,208,37,0,171,17.11,106.41,171,0,12173.0,False
2026-06-20,ST003,Mumbai,SKU002,Bath Soap 100g,68,52.16,420,429,68,0,361,21.3,177.78,361,0,3740.0,False
2026-06-20,ST003,Mumbai,SKU003,Laundry Detergent 1kg,42,43.29,0,121,42,0,79,21.88,151.75,353,0,9240.0,False
2026-06-20,ST003,Mumbai,SKU004,Dishwash Liquid 500ml,38,34.91,0,94,38,0,56,20.26,124.98,294,0,4750.0,False
2026-06-20,ST003,Mumbai,SKU005,Instant Coffee 100g,18,30.9,217,233,18,0,215,21.32,114.01,215,0,3330.0,False
2026-06-20,ST004,Delhi,SKU001,Shampoo 340ml,23,26.23,0,181,23,0,158,14.39,93.08,158,0,7567.0,False
2026-06-20,ST004,Delhi,SKU002,Bath Soap 100g,43,44.75,0,78,43,0,35,20.64,154.9,323,0,2365.0,False
2026-06-20,ST004,Delhi,SKU003,Laundry Detergent 1kg,38,34.8,0,31,31,7,0,18.08,122.47,249,0,6820.0,True
2026-06-20,ST004,Delhi,SKU004,Dishwash Liquid 500ml,27,32.3,0,60,27,0,33,17.49,114.38,240,0,3375.0,False
2026-06-20,ST004,Delhi,SKU005,Instant Coffee 100g,23,23.55,149,180,23,0,157,11.31,81.97,157,0,4255.0,False
2026-06-20,ST005,Hyderabad,SKU001,Shampoo 340ml,35,30.04,0,141,35,0,106,11.0,101.13,106,0,9787.75,False
2026-06-20,ST005,Hyderabad,SKU002,Bath Soap 100g,43,44.07,0,86,43,0,43,20.9,153.11,317,0,2365.0,False
2026-06-20,ST005,Hyderabad,SKU003,Laundry Detergent 1kg,35,35.08,0,96,35,0,61,22.47,127.72,287,0,7700.0,False
2026-06-20,ST005,Hyderabad,SKU004,Dishwash Liquid 500ml,48,36.59,0,239,48,0,191,15.15,124.93,191,0,5100.0,False
2026-06-20,ST005,Hyderabad,SKU005,Instant Coffee 100g,19,21.03,0,147,19,0,128,12.38,75.48,128,0,3515.0,False
2026-06-21,ST001,Chennai,SKU001,Shampoo 340ml,27,27.29,0,23,23,4,0,18.36,100.22,282,0,7567.0,True
2026-06-21,ST001,Chennai,SKU002,Bath Soap 100g,56,47.56,0,261,56,0,205,26.3,168.97,205,0,3080.0,False
2026-06-21,ST001,Chennai,SKU003,Laundry Detergent 1kg,37,39.32,282,284,37,0,247,15.86,133.81,247,0,8140.0,False
2026-06-21,ST001,Chennai,SKU004,Dishwash Liquid 500ml,23,33.66,0,202,23,0,179,20.19,121.16,179,0,2875.0,False
2026-06-21,ST001,Chennai,SKU005,Instant Coffee 100g,32,24.21,0,128,32,0,96,14.22,86.85,96,0,5920.0,False
2026-06-21,ST002,Bengaluru,SKU001,Shampoo 340ml,32,29.89,0,55,32,0,23,14.39,104.05,212,0,10001.6,False
2026-06-21,ST002,Bengaluru,SKU002,Bath Soap 100g,65,48.45,344,377,65,0,312,24.87,170.22,312,0,3575.0,False
2026-06-21,ST002,Bengaluru,SKU003,Laundry Detergent 1kg,40,41.81,0,236,40,0,196,18.01,143.44,196,0,8800.0,False
2026-06-21,ST002,Bengaluru,SKU004,Dishwash Liquid 500ml,41,31.93,219,233,41,0,192,18.25,114.04,192,0,5125.0,False
2026-06-21,ST002,Bengaluru,SKU005,Instant Coffee 100g,31,26.57,0,40,31,0,9,12.56,92.27,177,0,5735.0,False
2026-06-21,ST003,Mumbai,SKU001,Shampoo 340ml,23,28.99,0,171,23,0,148,17.78,104.75,148,0,7567.0,False
2026-06-21,ST003,Mumbai,SKU002,Bath Soap 100g,51,59.16,0,361,51,0,310,22.55,200.04,310,0,2805.0,False
2026-06-21,ST003,Mumbai,SKU003,Laundry Detergent 1kg,37,43.53,0,79,37,0,42,21.12,151.7,316,0,8140.0,False
2026-06-21,ST003,Mumbai,SKU004,Dishwash Liquid 500ml,44,38.05,0,56,44,0,12,20.48,134.65,250,0,5500.0,False
2026-06-21,ST003,Mumbai,SKU005,Instant Coffee 100g,25,27.29,0,215,25,0,190,19.31,101.17,190,0,4625.0,False
2026-06-21,ST004,Delhi,SKU001,Shampoo 340ml,26,25.78,0,158,26,0,132,14.37,91.72,132,0,8126.3,False
2026-06-21,ST004,Delhi,SKU002,Bath Soap 100g,41,44.83,288,323,41,0,282,20.41,154.91,282,0,2255.0,False
2026-06-21,ST004,Delhi,SKU003,Laundry Detergent 1kg,30,34.21,249,249,30,0,219,17.68,120.31,219,0,6600.0,False
2026-06-21,ST004,Delhi,SKU004,Dishwash Liquid 500ml,36,31.74,207,240,36,0,204,16.22,111.44,204,0,4500.0,False
2026-06-21,ST004,Delhi,SKU005,Instant Coffee 100g,23,22.89,0,157,23,0,134,11.36,80.04,134,0,4255.0,False
2026-06-21,ST005,Hyderabad,SKU001,Shampoo 340ml,30,26.27,0,106,30,0,76,13.25,92.04,76,200,9870.0,False
2026-06-21,ST005,Hyderabad,SKU002,Bath Soap 100g,53,56.56,274,317,53,0,264,20.91,190.58,264,0,2332.0,False
2026-06-21,ST005,Hyderabad,SKU003,Laundry Detergent 1kg,28,33.45,0,61,28,0,33,22.47,122.82,259,0,6160.0,False
2026-06-21,ST005,Hyderabad,SKU004,Dishwash Liquid 500ml,27,28.99,0,191,27,0,164,18.46,105.42,164,0,3375.0,False
2026-06-21,ST005,Hyderabad,SKU005,Instant Coffee 100g,24,21.81,0,128,24,0,104,12.4,77.82,104,0,4440.0,False
2026-06-22,ST001,Chennai,SKU001,Shampoo 340ml,36,23.4,282,282,36,0,246,18.3,88.5,246,0,11844.0,False
2026-06-22,ST001,Chennai,SKU002,Bath Soap 100g,52,42.95,0,205,52,0,153,25.83,154.66,153,303,2860.0,False
2026-06-22,ST001,Chennai,SKU003,Laundry Detergent 1kg,29,34.09,0,247,29,0,218,15.63,117.89,218,0,6380.0,False
2026-06-22,ST001,Chennai,SKU004,Dishwash Liquid 500ml,27,28.46,0,179,27,0,152,20.18,105.57,152,0,3375.0,False
2026-06-22,ST001,Chennai,SKU005,Instant Coffee 100g,26,24.23,0,96,26,0,70,14.54,87.24,70,187,4569.5,False
2026-06-22,ST002,Bengaluru,SKU001,Shampoo 340ml,32,25.05,189,212,32,0,180,14.63,89.78,180,0,10528.0,False
2026-06-22,ST002,Bengaluru,SKU002,Bath Soap 100g,43,48.02,0,312,43,0,269,26.43,170.49,269,0,2365.0,False
2026-06-22,ST002,Bengaluru,SKU003,Laundry Detergent 1kg,26,35.27,0,196,26,0,170,17.02,122.82,170,0,5720.0,False
2026-06-22,ST002,Bengaluru,SKU004,Dishwash Liquid 500ml,32,30.17,0,192,32,0,160,18.55,109.07,160,0,4000.0,False
2026-06-22,ST002,Bengaluru,SKU005,Instant Coffee 100g,19,23.45,168,177,19,0,158,12.91,83.25,158,0,3515.0,False
2026-06-22,ST003,Mumbai,SKU001,Shampoo 340ml,37,26.41,0,148,37,0,111,17.95,97.17,111,0,12173.0,False
2026-06-22,ST003,Mumbai,SKU002,Bath Soap 100g,56,44.7,0,310,56,0,254,21.85,155.97,254,0,3080.0,False
2026-06-22,ST003,Mumbai,SKU003,Laundry Detergent 1kg,41,38.38,274,316,41,0,275,21.01,136.14,275,0,9020.0,False
2026-06-22,ST003,Mumbai,SKU004,Dishwash Liquid 500ml,28,31.05,238,250,28,0,222,20.11,113.24,222,0,3500.0,False
2026-06-22,ST003,Mumbai,SKU005,Instant Coffee 100g,19,25.15,0,190,19,0,171,18.87,94.3,171,0,3515.0,False
2026-06-22,ST004,Delhi,SKU001,Shampoo 340ml,18,22.29,0,132,18,0,114,14.42,81.3,114,0,5922.0,False
2026-06-22,ST004,Delhi,SKU002,Bath Soap 100g,48,39.26,0,282,48,0,234,19.69,137.48,234,0,2640.0,False
2026-06-22,ST004,Delhi,SKU003,Laundry Detergent 1kg,30,30.89,0,219,30,0,189,17.51,110.18,189,0,6600.0,False
2026-06-22,ST004,Delhi,SKU004,Dishwash Liquid 500ml,32,26.4,0,204,32,0,172,13.7,92.89,172,0,4000.0,False
2026-06-22,ST004,Delhi,SKU005,Instant Coffee 100g,20,20.3,0,134,20,0,114,11.18,72.07,114,0,3700.0,False
2026-06-22,ST005,Hyderabad,SKU001,Shampoo 340ml,17,21.53,0,76,17,0,59,14.05,78.63,259,0,5593.0,False
2026-06-22,ST005,Hyderabad,SKU002,Bath Soap 100g,47,35.61,0,264,47,0,217,21.59,128.41,217,0,2585.0,False
2026-06-22,ST005,Hyderabad,SKU003,Laundry Detergent 1kg,31,29.73,226,259,31,0,228,21.85,111.03,228,0,6820.0,False
2026-06-22,ST005,Hyderabad,SKU004,Dishwash Liquid 500ml,27,23.37,0,164,27,0,137,18.47,88.6,137,0,3375.0,False
2026-06-22,ST005,Hyderabad,SKU005,Instant Coffee 100g,8,18.47,0,104,8,0,96,12.4,67.82,96,0,1480.0,False
2026-06-23,ST001,Chennai,SKU001,Shampoo 340ml,30,22.7,0,246,30,0,216,19.07,87.18,216,0,9870.0,False
2026-06-23,ST001,Chennai,SKU002,Bath Soap 100g,36,42.1,0,153,36,0,117,25.28,151.58,420,0,1980.0,False
2026-06-23,ST001,Chennai,SKU003,Laundry Detergent 1kg,43,35.24,0,218,43,0,175,16.22,121.95,175,0,9460.0,False
2026-06-23,ST001,Chennai,SKU004,Dishwash Liquid 500ml,36,29.22,0,152,36,0,116,18.51,106.17,116,0,4500.0,False
2026-06-23,ST001,Chennai,SKU005,Instant Coffee 100g,20,20.81,0,70,20,0,50,14.61,77.05,237,0,3700.0,False
2026-06-23,ST002,Bengaluru,SKU001,Shampoo 340ml,21,25.19,0,180,21,0,159,14.86,90.42,159,0,6909.0,False
2026-06-23,ST002,Bengaluru,SKU002,Bath Soap 100g,55,45.68,0,269,55,0,214,25.83,162.87,214,0,3025.0,False
2026-06-23,ST002,Bengaluru,SKU003,Laundry Detergent 1kg,29,34.38,0,170,29,0,141,17.02,120.16,141,0,6380.0,False
2026-06-23,ST002,Bengaluru,SKU004,Dishwash Liquid 500ml,22,29.69,0,160,22,0,138,18.13,107.21,138,0,2750.0,False
2026-06-23,ST002,Bengaluru,SKU005,Instant Coffee 100g,17,22.8,0,158,17,0,141,13.14,81.53,141,0,3145.0,False
2026-06-23,ST003,Mumbai,SKU001,Shampoo 340ml,17,24.85,0,111,17,0,94,18.11,92.67,94,0,5593.0,False
2026-06-23,ST003,Mumbai,SKU002,Bath Soap 100g,52,43.86,0,254,52,0,202,21.85,153.43,202,0,2860.0,False
2026-06-23,ST003,Mumbai,SKU003,Laundry Detergent 1kg,35,35.41,0,275,35,0,240,20.09,126.31,240,0,7700.0,False
2026-06-23,ST003,Mumbai,SKU004,Dishwash Liquid 500ml,29,30.42,0,222,29,0,193,20.24,111.51,193,0,3625.0,False
2026-06-23,ST003,Mumbai,SKU005,Instant Coffee 100g,27,23.11,0,171,27,0,144,18.59,87.93,144,0,4995.0,False
2026-06-23,ST004,Delhi,SKU001,Shampoo 340ml,25,22.51,0,114,25,0,89,14.71,82.25,89,0,8225.0,False
2026-06-23,ST004,Delhi,SKU002,Bath Soap 100g,33,36.77,0,234,33,0,201,19.99,130.3,201,0,1815.0,False
2026-06-23,ST004,Delhi,SKU003,Laundry Detergent 1kg,30,31.52,0,189,30,0,159,17.56,112.11,159,0,6600.0,False
2026-06-23,ST004,Delhi,SKU004,Dishwash Liquid 500ml,21,25.04,0,172,21,0,151,13.61,88.71,151,0,2625.0,False
2026-06-23,ST004,Delhi,SKU005,Instant Coffee 100g,19,22.65,0,114,19,0,95,10.76,78.71,95,0,3339.25,False
2026-06-23,ST005,Hyderabad,SKU001,Shampoo 340ml,11,20.57,0,59,11,0,48,14.24,75.95,248,0,3619.0,False
2026-06-23,ST005,Hyderabad,SKU002,Bath Soap 100g,49,49.17,0,217,49,0,168,21.67,169.18,168,346,2156.0,False
2026-06-23,ST005,Hyderabad,SKU003,Laundry Detergent 1kg,39,29.07,0,228,39,0,189,21.78,109.0,189,0,8580.0,False
2026-06-23,ST005,Hyderabad,SKU004,Dishwash Liquid 500ml,17,24.69,0,137,17,0,120,18.15,92.22,120,0,2125.0,False
2026-06-23,ST005,Hyderabad,SKU005,Instant Coffee 100g,19,18.77,0,96,19,0,77,13.99,70.29,77,0,3515.0,False
2026-06-24,ST001,Chennai,SKU001,Shampoo 340ml,23,22.41,0,216,23,0,193,18.82,86.06,193,0,7567.0,False
2026-06-24,ST001,Chennai,SKU002,Bath Soap 100g,48,42.72,0,117,48,0,69,25.71,153.88,372,0,2640.0,False
2026-06-24,ST001,Chennai,SKU003,Laundry Detergent 1kg,30,34.22,0,175,30,0,145,15.08,117.75,145,0,6600.0,False
2026-06-24,ST001,Chennai,SKU004,Dishwash Liquid 500ml,21,29.5,0,116,21,0,95,18.72,107.23,95,219,2625.0,False
2026-06-24,ST001,Chennai,SKU005,Instant Coffee 100g,29,21.9,0,50,29,0,21,14.72,80.41,208,0,5365.0,False
2026-06-24,ST002,Bengaluru,SKU001,Shampoo 340ml,32,26.71,0,159,32,0,127,14.86,94.99,127,0,10528.0,False
2026-06-24,ST002,Bengaluru,SKU002,Bath Soap 100g,62,56.29,0,214,62,0,152,25.86,194.73,152,437,2728.0,False
2026-06-24,ST002,Bengaluru,SKU003,Laundry Detergent 1kg,29,34.39,0,141,29,0,112,17.01,120.19,112,249,6380.0,False
2026-06-24,ST002,Bengaluru,SKU004,Dishwash Liquid 500ml,36,30.01,0,138,36,0,102,18.53,108.55,102,217,4500.0,False
2026-06-24,ST002,Bengaluru,SKU005,Instant Coffee 100g,15,21.81,0,141,15,0,126,13.33,78.75,126,0,2775.0,False
2026-06-24,ST003,Mumbai,SKU001,Shampoo 340ml,22,26.66,0,94,22,0,72,18.55,98.52,72,214,7238.0,False
2026-06-24,ST003,Mumbai,SKU002,Bath Soap 100g,44,42.06,0,202,44,0,158,21.89,148.06,158,0,2420.0,False
2026-06-24,ST003,Mumbai,SKU003,Laundry Detergent 1kg,35,42.96,0,240,35,0,205,20.19,149.07,205,0,6930.0,False
2026-06-24,ST003,Mumbai,SKU004,Dishwash Liquid 500ml,40,37.23,0,193,40,0,153,20.19,131.88,153,0,4250.0,False
2026-06-24,ST003,Mumbai,SKU005,Instant Coffee 100g,22,28.36,0,144,22,0,122,18.24,103.33,122,0,3459.5,False
2026-06-24,ST004,Delhi,SKU001,Shampoo 340ml,19,22.97,0,89,19,0,70,14.68,83.6,70,175,6251.0,False
2026-06-24,ST004,Delhi,SKU002,Bath Soap 100g,47,45.54,0,201,47,0,154,20.29,156.9,154,322,2197.25,False
2026-06-24,ST004,Delhi,SKU003,Laundry Detergent 1kg,34,31.69,0,159,34,0,125,16.8,111.87,125,0,7480.0,False
2026-06-24,ST004,Delhi,SKU004,Dishwash Liquid 500ml,23,25.58,0,151,23,0,128,14.12,90.85,128,0,2875.0,False
2026-06-24,ST004,Delhi,SKU005,Instant Coffee 100g,22,19.97,0,95,22,0,73,10.62,70.53,73,0,4070.0,False
2026-06-24,ST005,Hyderabad,SKU001,Shampoo 340ml,20,18.61,200,248,20,0,228,14.78,70.6,228,0,6580.0,False
2026-06-24,ST005,Hyderabad,SKU002,Bath Soap 100g,35,34.89,0,168,35,0,133,22.05,126.72,479,0,1925.0,False
2026-06-24,ST005,Hyderabad,SKU003,Laundry Detergent 1kg,37,31.3,0,189,37,0,152,22.17,116.08,152,0,8140.0,False
2026-06-24,ST005,Hyderabad,SKU004,Dishwash Liquid 500ml,21,25.77,0,120,21,0,99,19.03,96.35,99,0,2625.0,False
2026-06-24,ST005,Hyderabad,SKU005,Instant Coffee 100g,21,17.1,0,77,21,0,56,13.99,65.3,56,130,3885.0,False
2026-06-25,ST001,Chennai,SKU001,Shampoo 340ml,27,25.54,0,193,27,0,166,17.56,94.19,166,0,8883.0,False
